idindividu;identite;prenom;nom;surnom;provVilleT;titreT;titreTN;professionT;professionTN;chargeEcclT;chargeEcclTN;provDiocT;santeT;statutT;statutTN;titre2T;titre2TN;profession2T;profession2TN;genre
2094;petrus nycholai alias de barbentane;petrus;nycholai alias de barbentane;NULL;NULL;NULL;NULL;notaire;notaire;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1946;jacobus orabuci;jacobus;orabuci;NULL;NULL;NULL;NULL;jardinier;jardinier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1866;ysnardus palerie;ysnardus;palerie;NULL;NULL;NULL;NULL;epicier;epicier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1496;ahthonius palmerii;ahthonius;palmerii;NULL;NULL;NULL;NULL;boucher;boucher;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1730;johannis urtice;johannis;urtice;NULL;NULL;NULL;NULL;sergent d armes du pape;sergent d armes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2011;stephanus ussoli;stephanus;ussoli;NULL;NULL;NULL;NULL;notaire;notaire;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
213;dulcia furnerie;dulcia;furnerie;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
248;mona bruni;mona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1641;guillelmus veyrerii;guillelmus;veyrerii;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
219;ermenchardis clemensa;ermenchardis;clemensa;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2008;rostagnus veyrerii;rostagnus;veyrerii;NULL;NULL;NULL;NULL;pelletier;pelletier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
203;heredes johannis nuci de campis florentini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
207;heredes mone bresse;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
217;heredes benedicti andree;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
226;heredes guillelmi ortolani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
227;heredes petri martini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
193;stephanus alberti;stephanus;alberti;cardinalis carcassonensis;NULL;seigneur;seigneur;NULL;NULL;cardinal;cardinal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
249;beatrix bermonde;beatrix;bermonde;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
218;beatrix de banono;beatrix;de banono;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
195;stephanus de gruoys;stephanus;de gruoys;NULL;NULL;maitre;maitre;lapicide;lapicide;NULL;NULL;NULL;claudus;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
197;albertus rozii;albertus;rozii;NULL;milan;maitre;maitre;jurisconsulte;jurisconsulte;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;procureur;procureur;homme
2106;seguinus villani;seguinus;villani;NULL;NULL;NULL;NULL;forgeron;forgeron;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1796;petrus de nivers;petrus;de nivers;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2632;petrus de olobrega;petrus;de olobrega;NULL;vallabregue;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;citoyen d avignon;citoyen d avignon;NULL;NULL;NULL;NULL;homme
1029;johannes de sadone�;johannes;de sadone;NULL;NULL;bourgeois;bourgeois;chanvrier ou marchand;chanvrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1105;petrus de sancto martiale;petrus;de sancto martiale;NULL;NULL;ecuyer du pape;ecuyer;maitre huissier du pape;huissier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1035;paulus de cavallione;paulus;de cavallione;NULL;NULL;bourgeois;bourgeois;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
269;bertrandus pontii;bertrandus;ponti;NULL;avignon;NULL;NULL;boucher;boucher;NULL;NULL;NULL;mort;NULL;NULL;NULL;NULL;NULL;NULL;homme
1040;petrus roberti;petrus;roberti;NULL;NULL;bourgeois;bourgeois;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1041;ramundus arquerii;ramundus;arquerii;NULL;NULL;bourgeois;bourgeois;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1062;ferrarius descautii;ferrarius;descautii;NULL;NULL;damoiseau;damoiseau;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1064;marchus johannis;marchus;johannis;NULL;NULL;bourgeois;bourgeois;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
265;anthoneta augerii;anthoneta;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1066;petrus de sancto saturnino;petrus;de sancto saturnino;NULL;NULL;damoiseau;damoiseau;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1075;isnardus de sancto michaele;isnardus;de sancto michaele;NULL;NULL;damoiseau;damoiseau;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2669;peyre de niciat;peyre;de niciat;deyrerii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2633;joan de parnas senior;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
266;guillermeta durante;guillermeta;durante;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
268;jacoba pontii;jacoba;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
277;catherina de sancto gervasio;catherina;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
280;jacobeta de sancto michale;jacobeta;de sancto michaele;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
282;sanxia roberte;sanxia;roberte;NULL;NULL;seigneure;dame;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
289;johanneta roberti;johanneta;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
300;heredes audiberti de turre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
307;heredes johannis jauffredi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
308;heredes bertrandu de banono;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
309;heredes aycardi martini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
310;heredes stephani saornini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
311;heredes guillermi vergerii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
316;heredes raymundi de chateauneuf du pape;NULL;NULL;petit;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
325;heredes angelone;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
326;heredes guillermi laugerii;NULL;NULL;de meleto;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
333;beatrix bernarde;beatrix;bernarde;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
264;seguronus augerii;seguronus;augerii;NULL;NULL;NULL;NULL;aubergiste;aubergiste;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
267;isnardus johannis;isnardus;johannis;NULL;NULL;NULL;NULL;couvreur;couvreur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;couvreur;couvreur;homme
270;petrus gardilhoni;petrus;gardilhoni;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
271;jacobus tenchurerii;jacobus;tenchurerii;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
276;huguetus veirerii;huguetus;veirerii;NULL;avignon;NULL;NULL;boucher;boucher;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
281;oliverius vaquerii;oliverius;vaquerii;NULL;avignon;NULL;NULL;marchand de ble ou bourgeois;marchand de ble;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
275;anthonius thomes;anthonius;thomes;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1083;petrus de trulassio;petrus;de trulassio;NULL;NULL;bourgeois;bourgeois;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2851;pont crozat;pont;crozat;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2857;jaucma chalvent;jaucma;chalvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2861;beatrix del baus;beatrix;del baus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2862;guilhem michel;guilhem;michel;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2899;enfans de franses raymon;franses;raymon;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2958;franses raymon;franses;raymon;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2960;coleta taverniera;coleta;taverniera;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2965;guilhem flechier;guilhem;flechier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2900;francesc baralh;francesc;baralh;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2901;francesc de napol;francesc;de napol;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2902;fransesc arquier;francesc;arquier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2905;guilhem comte;guilhem;comte;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2906;guilhem damian;guilhem;damian;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2908;guilhem giraut;guilhem;giraut;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2910;franciscus de tortona;franciscus;de tortona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2912;joan de bederrida;joan;de bederrida;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2914;peyre trota;peyre;trota;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2915;hugueta de trems;hugueta;de trems;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2917;jaufre de romans;jaufre;de romans;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2918;jaufrea valliera;jaufrea;valliera;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2696;peyre forgeron;peyre;forgeron;scortil;NULL;NULL;NULL;NULL;NULL;chapelain beneficiaire de l eglise des miracles;chapelain;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2674;frances garnier;frances;garnier;NULL;NULL;NULL;NULL;marchand;marchand;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2675;jacques logerii;jacques;logerii;NULL;NULL;NULL;NULL;procureur fiscal de la chambre de l auditeur;procureur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2719;nadal jaufre;nadal;jaufre;ros;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
347;bermonda chausarde;bermonda;chausarde;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
356;johannete de sadone;johannete;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
357;girardete la cleda;girardete;NULL;de tholosa;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2676;guilheumeta turlande;guilheumeta;turlande;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2927;laurens de lugdun;laurens;de lugdun;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2919;bernard valliera;bernard;valliera;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2928;ligon michel;ligon;michel;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2920;joan daurayca;joan;daurayca;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2924;johanneta borgonhona;johanneta;borgonhona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
337;heredes johannis mauritii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
340;heredes guillermi vincentii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
352;heredes petri de solo;NULL;NULL;de arelate;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
353;sclarmonda pelaprate;sclarmonda;pelaprate;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
359;marita de cavallione;marita;de cavallione;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
360;marita brige;marita;brige;NULL;NULL;seigneure;dame;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
370;symoneta lo tailleur;symoneta;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
372;guillermeta sabrana;guillermeta;sabrana;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
358;heredes raimundi suffredi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
366;heredes antonii lebre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
385;heredes mathee de rupemaura;NULL;NULL;l'engleza;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
403;anglic grimoard;anglic;grimoard;NULL;NULL;seigneur;seigneur;NULL;NULL;eveque d avignon;eveque;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;autorite
335;petrus mauritii;petrus;mauriti;NULL;NULL;NULL;NULL;agriculteur;agriculteur;frere du monastere saint veran;frere;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
336;peyretus de liffiaco;peyretus;de liffiaco;NULL;NULL;NULL;NULL;NULL;NULL;clerc;clerc;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
338;anthonius de fontaynaco;anthonius;de fontaynaco;NULL;NULL;NULL;NULL;courrier;courrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
339;guiraudus ozilli;guiraudus;ozilli;NULL;avignon;maitre;maitre;notaire public;notaire;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
342;bertrandus quinede;bertrandus;quinede;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
343;ferronus molini;ferronus;molini;NULL;NULL;bourgeois;bourgeois;NULL;NULL;clerc;clerc;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
344;monetus de orto;monetus;de orto;NULL;NULL;NULL;NULL;marchand de bois;marchand;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
345;johannes bolgre;johannes;bolgre;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
354;johannes magistri;johannes;magistri;NULL;NULL;NULL;NULL;changeur;changeur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1781;petrus aymerici;petrus;aymerici;NULL;NULL;seigneur;seigneur;NULL;NULL;eveque de couseran;eveque;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1552;bertrandus ruffi;bertrandus;ruffi;NULL;NULL;maitre;maitre;notaire;notaire;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2096;petrus saunerii;petrus;saunerii;NULL;NULL;maitre;maitre;notaire;notaire;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2363;arnaldus serratoris;arnaldus;serratoris;NULL;NULL;maitre;maitre;scieur;scieur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1967;marcuchius stabilis;marcuchius;stabilis;NULL;NULL;maitre;maitre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
647;guillelmus stephani�;guillelmus;stephani;lores de castel;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2743;johan de channac;johan;de channac;garaut;NULL;NULL;NULL;poissonnier;poissonnier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;tavernier;tavernier;homme
422;bertranda bernarda;bertranda;bernarda;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
423;bertranda de combis;bertranda;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
421;bertranda aynsoyn;bertranda;aynsoyn;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
677;petrus alaud;petrus;alaud;fabri de thor;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
2968;hugoninus lo bar;hugoninus;lo bar;borgondonis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2969;rostagnus thome;thome;thome;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2970;guillelmus rypti;guillelmus;rypti;de blandiaco;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2971;raymundus maynerii;raymundus;maynerii;vinayre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2723;helis de capdivers;helis;de capdivers;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2733;johanneta dit nasquet;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2973;monastere de saint-laurent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;communaute
2972;hugo juliani;hugo;juliani;NULL;avignon;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
424;bertranda de neomis;bertranda;de neomis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
425;bertranda symeona;bertranda;symeona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
429;boneta blanqueti;boneta;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
432;catherina jacobi;catherina;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
412;beatrix vierne;beatrix;vierne;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
408;anthonius anglici;anthonius;anglici;NULL;NULL;maitre;maitre;tailleur;tailleur;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
409;anthonius plamerii;anthonius;plamerii;NULL;avignon;NULL;NULL;boucher;boucher;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
410;arnaudonis de buxeria;arnaudonis;de buxeria;NULL;NULL;NULL;NULL;palefrenier;palefrenier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
411;bartholomeus petri;bartholomeus;petri;NULL;NULL;NULL;NULL;courrier;courrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
413;benedictus consilii;benedictus;consilii;NULL;NULL;NULL;NULL;potier d etain;potier;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
414;benedictus de parma;benedictus;de parma;NULL;NULL;NULL;NULL;scribe;scribe;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
415;bernardus boyxerii;bernardus;boyxerii;NULL;NULL;NULL;NULL;mercier;mercier;NULL;NULL;diocese de nimes;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
416;bernardus de burgeieto;bernardus;de burgeieto;NULL;NULL;NULL;NULL;tavernier;tavernier;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
419;bernardus gassini;bernardus;gassini;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
420;bernardus raschassi;bernardus;raschassi;NULL;NULL;chevalier;chevalier;docteur en loi;docteur;NULL;NULL;NULL;NULL;NULL;NULL;seigneur;seigneur;NULL;NULL;homme
427;bertrandus de rivo;bertrandus;de rivo;NULL;NULL;NULL;NULL;huissier;huissier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
428;bertrandus de ruppe;bertrandus;de ruppe;NULL;NULL;NULL;NULL;abreviateur;abreviateur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;scribe;scribe;homme
430;carlinus sicapanis;carlinus;NULL;NULL;NULL;maitre;maitre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
438;columbus dulci;columbus;dulci;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2043;guillelmus byolei;guillelmus;byolei;NULL;NULL;maitre;maitre;notaire de la cour;notaire;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;auditeur de la chambre apostolique;auditeur;homme
