"idIndividu","identite","prenom","nom","surnom","provVille","titre","profession","chargeEccl","sante","provDioc","statut","residence","titre2","profession2","identiteNorm","genre"
400,"catherina ortolani","catherina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"catherine ortolan","femme"
401,"maria d'antonhg","maria","d'antonhg",NULL,NULL,NULL,NULL,NULL,NULL,"tornacensis diocesis",NULL,NULL,NULL,NULL,"marie dantonhg","femme"
404,"alasacia mascona","alasacia","mascona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"alasatia masconi","femme"
405,"alasatia velheri","alasatia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"alasatia velheri","femme"
406,"alazatia ruppefortis","alazatia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"alasatia ruppefortis","femme"
377,"johanneta de mers","johanneta","de mers","de lorreigne",NULL,NULL,"mulier communis et publica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johanne de mers","femme"
380,"margarita la porceluda","margarita","la porceluda","de la casserra "," ",NULL,"mulier communis et publica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"margarite la porceluda","femme"
349,"margarita de sancto saturnino","margarita","de sancto saturnino",NULL,NULL,"nobilis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"margarite de s-saturnin","femme"
433,"catherina arqueria","catherina","arqueria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"catherine arquerie","femme"
434,"catherina de sancto anhyano","catherina","de sancto anhyano",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"catherine de sancti anhyano","femme"
435,"catherina tardina","catherina","tardina",NULL,NULL,NULL,"candelaria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"catherine tardine","femme"
439,"doucelina interaquis","doucelina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"douceline interaquis","femme"
440,"doucelina de sado","doucelina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"douceline de sado","femme"
441,"dulcia marcelli","dulcia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"dulcia marcelli","femme"
448,"gaufreda redortheria","gaufreda","redortheria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"gaufrida redortheri","femme"
451,"geraudeta symeona","geraudeta",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"geraudeta symeona","femme"
462,"guillerma leonardi","guillerma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"guillerma leonardi","femme"
465,"isabella de rocha","isabella","de rocha",NULL,"sancto floro",NULL,NULL,NULL,NULL,NULL,"habitatrix avinionis",NULL,NULL,NULL,"isabelle de rocha","femme"
467,"jacoba garroseria","jacoba","garroseria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jacoba garosseri","femme"
475,"jacomina rostagni","jacomina",NULL,NULL,NULL,NULL,"ortolana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jacomina rostagni","femme"
476,"johanna belella","johanna","belella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johanne belella","femme"
479,"johanna suffreda","johanna","suffreda",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johanne suffreda","femme"
512,"lauduna rachella","lauduna","rachella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"lauduna rachella","femme"
513,"laurentia asterii","laurentia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"laurentia asterii","femme"
514,"lucia de albaterra","lucia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"lucia de albaterra","femme"
515,"ludovica bartholomei","ludovica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ludovica bartholomei","femme"
517,"magdalena platse","magdalena",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"magdalene platse","femme"
518,"margareta astoaudi","margareta",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"margarite astoaud","femme"
519,"margarita rebolli","margarita",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"margarite rebol","femme"
520,"maria grinhola","maria","grinhola",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"marie granolhe","femme"
521,"marita folconis","marita",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"marita falconis","femme"
523,"mona corrigeria","mona","corrigeria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mona corrigeri","femme"
524,"mona de carnaco","mona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mona de carnaco","femme"
525,"mona salvage","mona","salvage",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mona salvage","femme"
686,"vesiana merindol","vesiana","merindol",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vesian merindol","femme"
670,"juaneta milio","juaneta","milio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johannete milio","femme"
688,"alasia ysnardi","alasia","ysnardi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"alasia ysnardi","femme"
2698,"jame rolandin","jame","rolandin",NULL,"pavie",NULL,"jurisperitus","procurator en cort de roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2671,"marchion de gano","marchion","de gano",NULL,"florensa",NULL,"mercadier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2672,"johan benezet","johan","benezet",NULL,"vinho",NULL,"espaciare",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2687,"nicolas omneboni","nicolas","omneboni",NULL,"parme",NULL,"procureur en cour de rome",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2663,"jean paul","jean","paul",NULL,NULL,NULL,"abreviateur des lettres apostoliques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2662,"jaquinet maurel","jaquinet","maurel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1584,"dulcia de valle raynaudi","dulcia","de valleraynaudi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
737,"nicolas de besse","nicolas","de besse",NULL,NULL,"dominus",NULL,"cardinalis lemovicensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
730,"bertrandus suffredi","bertrandus","suffredi",NULL,NULL,"burgensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
815,"ludociva de porta aqueria","ludovica","de porta aqueria","de la rozeya",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
898,"dulcia guiote","dulcia","guiote",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
899,"egidia de vienna","egidia","de vienna",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
704,"aycarda transargue ","aycarda","transargue",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
708,"bartholomea de cornillione","bartholomea","de cornillione",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
709,"bartholomea de picarelli","bartholomea","de picarelli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
735,"catherina de niomis ","catherina","de niomis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
740,"dulcia sperandei","dulcia","sperandei",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2963,"joan audegier","joan","audegier",NULL,NULL,"monsen",NULL,NULL,NULL,NULL,NULL,NULL,"cavallier",NULL,NULL,"homme"
2962,"jaucme de mediolan","jaucme","de mediolan",NULL,NULL,"monsen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2504,"peyre brondelet","peyre","brondelet",NULL,NULL,NULL,"candelier",NULL,NULL,NULL,"civis avinionis",NULL,NULL,NULL,NULL,"homme"
2489,"fransesc thomas de leu","fransesc","thomas de leu",NULL,"liege",NULL,"palafrenier de monsenlher lo cardenal de bolonlha",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
6,"roza teulerie","roza","teulerie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"roza teuleri","femme"
2492,"philip garnier","philip","garnier",NULL,"avinhon",NULL,"monedier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2495,"giraut chassarel","giraut","chassarel",NULL,NULL,"monsen","comprador du cardinal guillaume de la jugie","cappellan du cardinal de limaoges nicolas de besse",NULL,"dyocezis de peyragort",NULL,NULL,NULL,NULL,NULL,"homme"
2498,"juan jardin","juan","jardin",NULL,NULL,NULL,"mercadier en champels",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2500,"aycelena isnarda","aycelena","isnarda",NULL,"viens",NULL,NULL,NULL,NULL,"dyocezis d’at",NULL,NULL,NULL,NULL,NULL,"femme"
2503,"alexi ros","alexi","ros",NULL,NULL,NULL,NULL,"clericus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2496,"martha guichier de yrisson","martha","guichier",NULL,"yrisson",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
7,"agnesia teulerie","agnesia","teulerie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"agnesie teuleri","femme"
8,"philippa arlaya","philippa","arlaya",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"philipa arlaya","femme"
15,"johanna michaelis","johanna",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johanne michael","femme"
17,"margarita de tornay","margarita","de tornay",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"margarite de tornay","femme"
20,"jacota paicella","jacota","paicella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jacote paicella","femme"
22,"catherina de sancto laurentio","catherina","de sancto laurentio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"catherine de st-laurent","femme"
25,"laura de curthedone","laura","de curthedone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"laura de curthedone","femme"
31,"johanna sabaterii","johanna",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johanne sabateri","femme"
35,"hugueta ruffe","hugueta","ruffe",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"huguet ruf","femme"
36,"perrina de campanino","perrina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"perrine de campanino","femme"
42,"dulcelina draconis","dulcelina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"dulceline draconis","femme"
12,"bertrana porcelli","bertrana","porceli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bertrana porcelli","femme"
26,"rixendis lansa","rixendis","lansa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"rixendis lanse","femme"
32,"catherine rascate","catherine","rascate",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"catherine rascati","femme"
24,"heredes johannis chautardi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes johannis chautardi","heritier"
39,"helizabeth de pabia","helizabeth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"helizabet de pabia","femme"
40,"johannes grassati","johannes","grassati",NULL,"burguetonovo","dominus","buticularius","canonicus lingonensis",NULL,"lemovicensis diocesis",NULL,NULL,NULL,NULL,"johannis grassati","homme"
3,"alamandus gueti","alamandus","gueti",NULL,"florentia",NULL,"mercator pannorum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"alamand gueti","homme"
41,"moninus guioti","moninus","guioti de fovans",NULL,NULL,NULL,"frucherius",NULL,"monoculus",NULL,NULL,NULL,NULL,NULL,"monini guioti de fovans","homme"
9,"franciscus chabaudi","franciscus","chabaudi ",NULL,"avinione",NULL,"mercator sive bladerius",NULL,NULL,NULL,NULL,NULL,NULL,"syndicus 1358 1376","francisci chabaudi","homme"
37,"bartholomeus perrugueti","bartholomeus","perrugueti",NULL,NULL,NULL,"curaterius sive mercator coriorum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bartholomei perrugueti","homme"
11,"aymericus de sancto michaele","aymericus","de sancto michaele",NULL,NULL,"nobilis",NULL,NULL,NULL,NULL,NULL,NULL,"domicellus",NULL,"aymeric de s-michel","homme"
2934,"thomas engles","thomas","engles",NULL,NULL,"maystre","fabre",NULL,NULL,NULL,NULL,NULL,NULL,"servent d'armas papa",NULL,"homme"
2936,"angel de ursulis","angel","de ursulis",NULL,NULL,"monsen","protonotarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2939,"peyre de champanhac","peyre","de champanhac",NULL,NULL,"monsen","abreviador papa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2921,"joan gautier","joan","gautier",NULL,NULL,"maystre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2929,"monna de cavalhon","monna","de cavalhon",NULL,NULL,"madonna",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2932,"guilhem engles","guilhem","engles",NULL,NULL,"maystre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2937,"giraut de la verdal","giraut","de la verdal",NULL,NULL,"monsen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2938,"mathieu de modezia","mathieu","de modezia",NULL,NULL,"monsen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2943,"bernard ratier","bernard","ratier",NULL,NULL,"noble",NULL,NULL,NULL,NULL,NULL,NULL,"donzel",NULL,NULL,"homme"
2167,"guillelma rosselini","guillelma","rosselini",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2383,"alayseta rostagni","alayseta","rostagni",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1912,"guillelma rotundi","guillelma","rotundi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1384,"perrinetus amiseti","perrinetus","amiseti",NULL,NULL,NULL,NULL,NULL,NULL,"bituriencis diocesis","habitator avinionis",NULL,NULL,NULL,NULL,"homme"
1048,"audoarda ","audoarda",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
892,"bertrana abberte","bertrana","abberte",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1002,"mona adzemarie","mona","adzemarie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1011,"thomassia pacifichi","thomassia","pacifichi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1017,"dalphina de castronovo","dalphina","de castronovo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
765,"guillelmus sabaterii","guillelmus","sabaterii",NULL,NULL,"magister","mercator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1034,"mone bresse","mone","bresse",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2524,"jaucme de ardomis","jaucme","de ardomis","de sancta agata",NULL,"maystre","procurador en cort de roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2518,"jaucme romieu dit folquerii","jaucme","romieu","folquerii","avilhon",NULL,"mercadier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
65,"raynaldus de perusio","raynaldus","de perusio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"raynaudi de perusio","homme"
2519,"peyre gassin dit de navarre","peyre","gassin","de navarre",NULL,NULL,"sergent de la cour de l auditeur de la chambre apostolique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2509,"joanneta beroarda","joanneta","beroarda",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
51,"mona laurentie","mona","laurentie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mona laurentia","femme"
53,"benedicta de rome","benedicta","de rome",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"benedicta de rome","femme"
83,"heredes domini jacobi de abbatisvilla",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes domino jacob de abbatisvilla","heritier"
87,"heredes raynaldi chatarini",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes raynaudi chatarin","heritier"
98,"heredes fratris johannis pascalis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes fratris johannis pascal","heritier"
101,"heredes guillelmi de caussina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes guillelm de caussina","heritier"
108,"heredes bartholomei guidonis amoniti","guidonis","amoniti",NULL,"florentia",NULL,"mercator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes bartholomei guido amonit","heritier"
110,"heredes nobilis domine dalphine de castronovo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes nobilis domina dalphine castronovi","heritier"
117,"heredes domini jacobi judicis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes domino jacob judici","heritier"
99,"helis guigonis","helis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"helis guigonis","femme"
50,"johannes de cario","johannes","de cario",NULL,NULL,"dominus","legum doctor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johannis de cario","homme"
52,"johannes de rome","johannes","de rome",NULL,NULL,NULL,"serviens armorum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johannis de rome","homme"
55,"huguetus rasaudi","huguetus","rasaudi",NULL,NULL,NULL,"draperius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"huguet rasaudi","homme"
57,"johannes motonerii","johannes","motonerii",NULL,"avinione","domicellus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johannis motoneri","homme"
59,"franciscus de porta aqueria","franciscus","de porta aqueria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"francisci de porte aqueri","homme"
60,"nicolaus de porta aurosa","nicolaus","de porta aurosa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nicola de porta aurose","homme"
61,"guillermus belheti","guillermus","belheti",NULL,"loci de aquasparsa","burgensis",NULL,NULL,NULL,"claromontensis diocesis",NULL,NULL,NULL,NULL,"guillermus belheti","homme"
62,"jacobus de vacairatio","jacobus","de vacairatio",NULL,NULL,"magister","notarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jacob de vacairatio","homme"
63,"petrus de vacairatio ","petrus","de vacairatio ",NULL,"avinione",NULL,"canabasserius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"petri de vacairatio","homme"
2844,"joan albarestier","joan","albarestier","lo fol",NULL,NULL,"servent d'armas de nostre senhor lo papa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1553,"bertrandus saunerii","bertrandus","saunerii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
870,"stephanus saornini","stephanus","saornini",NULL,NULL,"burgensis","bladerius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
831,"petrus helie","petrus","helie",NULL,NULL,NULL,"cultor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
834,"petrus malivicini","petrus","malivicini",NULL,NULL,"miles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
839,"petrus soquerii","petrus","soquerii",NULL,NULL,"burgensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
842,"petrus vairani","petrus","vairani",NULL,NULL,"domicellus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
848,"raymundus de aramone","raymundus","de aramone",NULL,NULL,"miles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
852,"raymundus desiderii","raymundus","desiderii",NULL,NULL,"burgensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
869,"stephanus barralli","stephanus","barralli",NULL,NULL,"burgensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2896,"bertranna costina","bertranna","costina",NULL,NULL,NULL,"ortolana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2967,"esteve de porta","esteve","de porta",NULL,NULL,NULL,"servent d'armas pape",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2904,"fransesc targuier","fransesc","targuier",NULL,NULL,NULL,"candelier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2922,"joan joan","joan","joan",NULL,NULL,NULL,"mercadier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2933,"joan marc","joan","marc",NULL,NULL,NULL,"argentier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2947,"peyre grilhon","peyre","grihlon",NULL,NULL,NULL,"pellicier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2876,"peyre de lheon","peyre","de lheon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2879,"joan laurias","joan","laurias",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
896,"rostagnus cavalherii","rostagnus","cavalherii",NULL,NULL,"miles",NULL,NULL,NULL,NULL,NULL,NULL,"condominus loci de ayragua",NULL,NULL,"homme"
907,"guillelmus de castronovo","guillelmus","de castronovo",NULL,NULL,"miles",NULL,NULL,NULL,NULL,NULL,NULL,"dominus locorum de castronovo mimatensis diocesis et de sancto remigio vivariensis diocesis",NULL,NULL,"homme"
1786,"petrus carbonelli","petrus","carbonelli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2567,"joan de massey","joan","de massey","de carminhan","avinhon",NULL,"mercadier",NULL,NULL,NULL,"civis avinionis",NULL,NULL,"tavernier",NULL,"homme"
933,"johannes de sancto martiale","johannes","de sancto martiale",NULL,NULL,"domicellus",NULL,NULL,NULL,"tutellensis diocesis",NULL,NULL,NULL,NULL,NULL,"homme"
903,"geminianus de lature","geminianus","de lature",NULL,NULL,"magister","pictor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
916,"heliotus de buffanes","heliotus","de buffanes",NULL,NULL,"domicellus","serviens armorum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
127,"giraudeta raynalde","giraudeta","raynalde",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"giraudete raynaudi","femme"
2578,"johan botonier","johan","botonier","de chalanton",NULL,NULL,"mercier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
911,"guillelmus martini","guillelmus","martini",NULL,NULL,"burgensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
138,"ludovica de gravis","ludovica","de gravis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ludovica de gravis","femme"
149,"johanna laura","johanna","laura",NULL,NULL,NULL,"brunitrix vasorum argenti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johanne laura","femme"
144,"catherine avenerie","catherine","avenerie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"catherine avenerie","femme"
123,"heredes salvatoris de banono",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes salvator de banono","heritier"
128,"heredes petri arnaldi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes petri arnald","heritier"
129,"heredes guillelmi arnaldi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes guillelm arnald","heritier"
130,"heredes domini petri del royre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes domino petri de royre","heritier"
132,"heredes guillelmi roberti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes guillelm roberti","heritier"
133,"heredes pontii de villariis ",NULL,NULL,NULL,"loci de quinsiaco",NULL,NULL,NULL,NULL,"nemausensis diocesis",NULL,NULL,NULL,NULL,"heredes ponci de villariis","heritier"
134,"heredes domini petri malivicini militis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes domino petri malvicin militis","heritier"
135,"heredes johannis de brugeria alias de noyer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes johannis de brugeria alias de noyer","heritier"
137,"heredes domini bernardi de gardia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes domino bernard de gardia","heritier"
140,"heredes peireti ysarn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes peyreti ysarni","heritier"
148,"heredes peireti ortolani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes peyreti ortolan","heritier"
